text_bem,text_en,score
Iwe taulanda icingeleshi.,You do not speak English.,0.7752137593490495
"Pa cibelushi, pa cibelushi, pa cibelushi, pa cibelushi, pa cibelushi, pa cibelushi elyo na pa cibelushi eiminshita cine lubali mu mulungu.","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday and Sunday are the seven days of the week.",0.8596415212641461
Tom nakwata ininda minwe ibili pakakondo.,Tom has two rings on his thumb.,0.7795617021931905
Bushe umukashana wakwe alemoneka Shani?,What size is his girlfriend.,0.8668119400333878
Bushe mulimo nshi banoko babomba?,What kind of work does your mother do?,0.7978926239657395
Katia aleya ku ng'anda muli sacha.,Katia went home by bus.,0.790513505077411
Bushe finshi balefwaya kuli iwe?,What do they want from you?,0.8789705268211637
Bushe kwena wacilafwaya ukwenda?,Did you really need to walk?,0.7856758804019158
Martina alitemwa saana ifilubi.,Martina really loved dolls.,0.7884942196954519
Nshatemwa ukuya panse lilya akasuba kawa.,I don't like going outside after the sun has set.,0.7790181176900292
Bushe insapato shakwe shilemoneka Shani?,What size shoes does she wear?,0.8433505337188406
Bushe insapato shakwe shilemoneka Shani?,What size shoes does he wear?,0.8439842944047267
Ndewamya umuputule wakwa nkashi yandi.,I'm cleaning up my sister's room.,0.7875963778100696
Bushe naumfwa bwino lelo?,Is he feeling better today?,0.9024327265136972
Amasambililo yalaamba mu mwenshi wa Lusuba (October).,The course starts in October.,0.7958865690476985
Bushe kuli uwishibe?,Does anyone know?,0.8314614757090356
Bushe bunaka bobe ni nshi?,What's your weak spot?,0.7903787229588999
"Ndefwaya Andrey, bushe nawishiba uko ali?",I am looking for Andrey. Do you know where he is?,0.7999090751540808
Bushe nikusukulu lyamasambililo nshi winga fwaya ukubelenga?,In which university do you want to study?,0.7815096539279649
Napwisha.,"Here, done.",0.8279773051346125
Afika pa citesheni ceshitima na icungulo bushiku.,He arrived at the station at seven o'clock.,0.7713209325908778
Naikala imyaka ine mu Edirne.,I lived for four years in Edirne.,0.8793685899827705
Laura alebepusha bonse fimofine.,Laura asks everyone the same thing.,0.8030518928013327
Excuse me bushe kuti nafika shani kucitesheni ceshitima?,"Excuse me, how can I get to the train station?",0.8555309749319153
"Excuse me, bushe kuti na pitapo?","Excuse me, can I pass through?",0.788400887354766
Bushe finshi balefwaya kuli uyu umwaume?,What do they want from him?,0.7779139904914978
Kuti twaisula insolokoto.,We can open a window.,0.7780406066719826
"Excuse me, bushe apa epo saca number 72 imanina?","Excuse me, does bus #72 stop here?",0.7750073138093229
Bushe pali nafimbi ifyo winga fwaya nkuletele?,Is there something else you would like me to bring you?,0.7780912728277307
Bushe ninshi balenwa?,What are they drinking?,0.7786106693696586
Abantu tabafwile ukwishiba fyonse.,People shouldn't know everything.,0.791065110850296
Afwala insapato shitatu pamwaka.,He wears three pairs of shoes per year.,0.8414865624506952
Ndemona naAna nombaline ndeya mukumumona.,I'm going out to see Ana soon.,0.801507332433645
Mary alilufyanya.,Mary was wrong.,0.7918380127046696
Ndetumina mailo nga nafika pa ng'anda.,I'll call them tomorrow when I get home.,0.7775848524026837
Bushe wacipokelela?,Did you receive it?,0.7998318281246415
Bushe icibumbili cikwete amakobela yanga?,How many angles does a triangle have?,0.780541124278113
Napwisha ukulanda na Tom imilungu itatu yapita.,I stopped speaking with Tom three weeks ago.,0.8269144059002204
Bushe afwele ifyakufwala fyamusango nshi?,What size does he wear?,0.7869922825752645
Ivanov alesambilisha pa sukulu likalamba ilya mu musumba wa Sofia.,Ivanov teaches at the University of Sofia.,0.8115069686563239
Bushe finshi wamona?,And what did you see?,0.8168739272732255
Imbwa shalikwata amatwi ayatali.,Hares have long ears.,0.7738385399199186
Ulushimu nalulisha.,The bee is buzzing.,0.8025640749333552
Bushe ici cibansa ca ndeke cikwete ifishimbi finga?,How many terminals does the airport have?,0.8218218634656118
"Indimi shilacinja, shimo shileenda bwangu, shimbi shileenda panono.","Languages are constantly changing. Some fast, some slow.",0.8251828384976103
Abalumendo bali panchito.,The boys are working.,0.8046568132737559
Balaya mukufwaya ifyakulya umwakuposa ifisoso.,They go and search for food in the garbage.,0.7725514730693908
Bushe cinshi cilekanya ukubelenga?,What's stopping you from doing a study?,0.782527903517902
Elyo icikankala naco cakuti muleafwana.,"And most importantly, you must help each other.",0.7817314720699381
Bushe finshi balefwaya kuli ena?,What do they want from her?,0.8131530445429339
Lori ekala ku Spain.,Lori lives in Spain.,0.7948401467529296
Maria alikwata imishishi ishitali ishafita namenso ayakashikila.,Maria has long black hair and brown eyes.,0.7972695114113244
Bushe abena mupalamano bakwita shani?,What do close people call you?,0.8403592607492856
Shitata naikala mumuputule wakwe uwakwipikilamo.,A man is sitting in his kitchen.,0.8652025282999675
Awe kanshi tabalingile ukupitulukamo.,They don't have to train then.,0.7946784565072456
Bonse mwibumba bale ipusha ili line ilipusho.,Everyone asked themselves the same question.,0.8028950644373358
bushe mulimonshi mubomba?,What do you work?,0.7727401072945724
Eleni ni kafundisha.,Eleni is a teacher.,0.9168118320018596
Eya mukwai.,Well yes!,0.7770281845133201
Maya ekala nabafyashi bakwe.,Maya lives with her parents.,0.8090342209574873
Bushe abantu abamusango uyu balatinya abanabo?,Do honourable people scare the others?,0.7964314803538418
Titing ashitisha umusalu pa maliketi.,Titing sells vegetables at the market.,0.7758810811423617
Cilemoneka kwati nakulubantu aleya muku lwala ubulwele.,It seems like grandma is going to be sick...,0.7702287592918834
Panuma yakasuba twaciya mukushelela mu mfula iyabuuta.,After lunch we went to ski.,0.7857162605482176
Kwena twali ipaya inshita ukuteya injuka.,We killed time playing cards.,0.7736694433904877
Shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata shitata,"The king shits, the pope shits. No one escapes from needing to shit.",0.945533597047208
Nacilalya icakulya icayanguka saana.,I had a light breakfast.,0.7908591342750437
Boi bushe lelo te cibelushi?,"Blimey, today wasn't Saturday?",0.8096808978260724
Insapato shili mwisamba ya busanshi.,The shoes are under the bed.,0.8148488776479104
Ukusefya uku kwalikaba mu calo cesu.,This celebration is an intrinsic part of the culture of our country.,0.8072303498370881
Balanda ati walilwala ubulwele.,They say you've been ill.,0.7904216062209167
Bushe abena Palestine balikwata insambu shakwikala mumayanda yabo?,Do Palestinians have the right to live in their own houses?,0.9124476700404752
Cilepala kwati Mary alefwaya ukuba kafundisha.,It seems that Mary wants to be a teacher.,0.8251252820747415
"Mumuputule naleangalamo muli umuputule wakwikalamo, umuputule uwakusendamamo, umuputule wakwipikilamo elyo na umuputule wakusambilamo.","My apartment has a living room, a bedroom, a kitchen and a bathroom.",0.8454719898093501
Bushe naumona ing'anda iili kulya lubali?,Can you see that house over there?,0.8679064775926892
Abantu abengi bafwile muli ubu ubusanso.,A lot of people died in that accident.,0.8049505458022057
Bushe ni nshita nshi iyisuma mu mwaka ukutandala mu musumba wa Rio?,What's the best time of year to visit Rio?,0.7767753022482803
Bushe ni ndalama shacishinka ishi?,Is that real money?,0.8047790638808892
Bushe tumuti twalubyala twamusangonshi?,What types of trees can we plant?,0.8218893055057754
Maduro mwaume.,Maduro is a man.,0.8036533699933618
Bushe kuti watemwa ukuya kuciswebebe?,Would you like to go to a desert island?,0.8999758338391699
Icitabo cakwe cipya calafuma uyu mwaka uleisa.,Her new novel will be published next year.,0.8255820199172244
Imbwa shilatina insoka.,Dogs are afraid of snakes.,0.8445550887295572
Acumfwikishe ifyo na mweba.,He followed my advice.,0.7953254267590778
Ndesubila njingafwaya utulo utusuma.,I believe that I need a good night's sleep.,0.7700744968363332
Bushe finshi uleya mukulya pa bushiku bwa bushiku?,What are you going to eat for dinner?,0.8149246727507321
awe kanshi kuti natemwa ukuya ku calo cimbi.,I would like to go abroad.,0.7920164855166197
"According to a Gallup poll, 44% ya ba America believe the world is less than 10,000 years old.","According to a Gallup poll, 44% of Americans believe the world is less than 10,000 years old.",0.812718139059796
Bushe twalaya ku lulamba lwa mumana?,Shall we go to the beach?,0.8565294895685598
Bushe iyi filimu mulemona shani?,What did you think of the film?,0.7798662733183274
Mwilabako na ukufwala insokoshi.,Don't forget to put on your stockings.,0.7896401911654128
Ici icitabo cileondolola ubumi bwamulupwa lwaba Yuda during the Nazi era.,This book describes the life of a Jewish family during the Nazi era.,0.8104274493841951
Ine ndemona kwati Mary alefwaya ukuba kafundisha.,It seems to me that Mary wants to be a teacher.,0.7772811722699631
Abafyashi bandi bekele munshi ya cimuti.,My parents were sitting under a tree.,0.81764901742779
Emulandu wine alembele pa sukulu lya masambililo yakalamba.,This is the reason why he entered at the university.,0.7718528087857223
bushe nausanga icasuko kuli cilya cipusho?,Have you found the answer to that question?,0.7862387435551245
Pakubala ine nshaumfwikishe ifyo alelanda.,At the start I didn't understand what he was saying.,0.8306498979543625
Iyi incende ilalenga naibukisha kubwaice.,This place brings me memories of my childhood.,0.8312295101634076
Icitabo cakwe cipya calafuma uyu mwaka uleisa.,His new novel will be published next year.,0.8443901551878298
Abana balitemwa ukutamba icitunshitunshi.,Children like to watch TV.,0.8486889771615039
Ba Maria na Julia bonse babili balemoneka impofu.,Maria and Julia are both blind.,0.8480516836575422
Bushe finshi ulecita mailo?,What are you doing tomorrow?,0.8618013634291486
Bushe teti wikaleko akashita akanono?,Why don't you stay for a bit?,0.7716089924335542
Wilasakama banoko balelota nombaline.,"Don't worry, your mother is coming very soon.",0.7833774640608182
lelo nacilafwaya ukuya kululamba lwamumana lelo imfula yalitampa ukuloka.,"I wanted to go to the beach today, but then it started to rain.",0.8373282880651319
Mwilabako na ukufwala itoloshi.,Don't forget to put on your pants.,0.7941612521535917
"Ukulingana necipamgo ca Verdun mu 1843, ubufumu bwakwa Carolingi bwaba ubweshikulu bwa Charlemagne batatu.","In accordance with the Treaty of Verdun, in 1843 the Carolingian Empire was divided between Charlemagne's three grandchildren.",0.7759665717977707
Ndesubila mailo akamwela kakaba akasuma saana.,I'm sure the weather will be nice tomorrow.,0.7870197361925361
Bushe niwe walembele aka kalata?,Are you the one who wrote the letter?,0.7958551653562864
"Nga nifyo, ninshi tapali ubwafya nakalya iyo?","If it's like that, then there's no problem, right?",0.8256895229344192
Ba mayo balemoneka kwati ni Ina.,My mum is called Ina.,0.8072979297313724
Batata bali mumuputule wabo.,My dad is in his room.,0.8278964593258541
Pamushili Pali ifimana ifitali fisano.,On Earth there are five oceans.,0.8090949952642551
Ukupekanya isukulu te cintu cayanguka iyoo.,Preparing classes is not at all easy.,0.8014327852605069
Tom alemoneka kwati alanda iciJapanese.,Tom speaks Japanese.,0.8075870546207412
Twaciya mukwangala kuncende yakwangalilako.,We went to have fun at the park.,0.7849089933174916
Bushe taulemona ifilecitika?,Are you not seeing what's happening?,0.7707805560301584
Pali amepusho ayengi ayakankala ayo science teti isuke.,There are several important questions that science cannot answer.,0.8017589594330298
Bushe kwaliba ukwashupa ukupanga app yama smart phone?,Is it very difficult to create an app for smartphones?,0.7906531995500717
Baleya mukuloba isabi.,They are going fishing.,0.850099101129041
Baleya mukuloba isabi?,Are they going fishing?,0.878884701904617
Bushe ni nshita nshi?,When?,0.8016191542500893
Bushe icilimba ca Chavacano cikwete indimi shinga? Icilimba ca Chavacano cikwete indimi mutanda.,"""How many dialects are there in the Chavacano language?"" ""The Chavacano language has six dialects.""",0.7843157831350411
Bushe mutundu nshi? Zamboangueño!,What is your ethnicity? Zamboangueño!,0.8436039833792411
Bushe umutemwikwa obe alikwata incito?,Does your boyfriend have a job?,0.8651028748417336
"Limo bushiku, Yesu alabwela kabili tukaba nankwe umuyayaya.","One day, Jesus will return for us and we will be with him forever.",0.7869556948773356
Limo nafwala na ilaya ilyakashika.,Sometimes she wears a red dress.,0.7811444463383631
Ituka ilipya lilesulwa uyu mulungu uleisa.,The new store opens next week.,0.8115135711314807
Bushe nawishiba ifyakucita?,Do you know how to do it?,0.8131706990937126
Iyo nakalya iyo!,"No, not that one!",0.8598918455895408
Tiyeni bonse ku ng'anda capamo.,Let's go home together!,0.827117731321543
Nomba nga cakutila Brunhild ali mumulu ninshi taleumfwa bwino.,If Brunhild gets up then she's not feeling well.,0.8107556170769985
Yangu lesa we!,Holy heavens!,0.8223480753344318
Ondoy nabanankwe baleya ku downtown.,Ondoy and his companion are going downtown.,0.7918380127046696
Bushe mpaka benigno Simeon Aquino III balipo ba kateka ba calo ca Philippine banga?,How many Philippine presidents were there until Benigno Simeon Aquino III?,0.8562900965845911
"Bushe nikwisa uleya, Tom?","To where are you travelling, Tom?",0.7789390809583353
Tom naikala muncende umo bashitisha ifyakulya.,Tom is sitting in a restaurant.,0.8085603115020574
Tom ali mumuputule wakwikalamo alelanshanya na nkashi yandi.,"Tom is in the living room, talking with my sister.",0.8278605235358344
"Namona boi,ndemona ecilengele ati cisuma saana ukutalukako kuli tom,kanshi tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tomoni",I know why it is better to avoid Tom.,0.8474245792836476
Tom acili aleshita ifintu.,Tom is still shopping.,0.7876391101114995
Bushe nga wamona ifyo Tom aletomona umwina mwankoko finshi wingacita?,What would you do if you saw Tom kissing your girlfriend?,0.8393477277545698
Ndemona naumfwa umusowa wa Tom ulelila.,I could hear Tom weeping.,0.7776065434142674
Tom acila pitulukamo icingeleshi cesu.,Tom was practising English with us.,0.810246578522164
Tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom utu tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom,It doesn't matter what Tom thinks. He doesn't decide about anything.,0.8725349755990738
Tom alemona kwati bonse bafwile ukumukonka.,Tom thinks that everybody must obey him.,0.7708558358389797
Imbwa yesu ilalya ifyakulya ifyawama saana.,Our dog gets the best food.,0.8296770527171161
Bushe ulefwaya ukwishibilapo na fimbi pali Tom?,Do you want to learn more about Tom?,0.8065549460920969
Bushe finshi alefwaya bacite?,What did he want them to do?,0.8418103599106366
Bushe ni nshita nshi uletampila ukupilibula pa Tatoeba?,How long have you been translating on Tatoeba?,0.8020468654921359
Bashing'anga bacila lwila ubumi bwa kwa Tom.,The doctors were fighting for Tom's life.,0.866379177286073
"Tom, tawacishinka fyonse walanda.","You didn't say the whole truth, Tom.",0.80024782964122
Ewapangile ici icikulwa icamasambililo.,He established this school.,0.7840918062542711
Kwena fyalyanguka kuli Tom lelo kuli ifwe caliba icayanguka.,"It was easy for Tom. For us, it was difficult though.",0.7762697383222115
Tom abomba incito iyakwensha tramp mu calo cakwe.,Tom works as a tram driver in his hometown.,0.7784429659850085
"Balibepa mailo, lelo nabalala, balalala mailo.","They lied yesterday, they are lying today, and they will be lying tomorrow.",0.7802337201587467
Bushe ni mbwa shinga ishi akwete?,How many dogs does Tom have?,0.7882609095574764
Bushe abana aba bacipona mutulo?,Did the children fall asleep?,0.7792157388013252
Uyu umukashana mwishikulu wakwa Tom.,This girl is Tom's granddaughter.,0.7864435167653075
Mulandu nshi shilemonekela ishatemwana?,Why do they hate each other?,0.8365361260507176
Bushe bacipanga shani?,How is it done?,0.7751965476781935
Tom ni malonda wa mu ng'anda.,Tom guards the house.,0.8115520019890676
Bushe nibanani balepususha Tom?,Who will save Tom?,0.8648646168309783
Nomba icimwela cakwa Tom tacilekwanisha.,Tom's help isn't enough for us.,0.7977487855499868
Bushe Tom ali mumenshi inshiku shinga?,How long was Tom under water?,0.7751334568882774
mailo ndesubila ukuya ku prague,I want to go to Prague tomorrow.,0.7738385399199186
Speaker alelanda mucingeleshi.,The speaker was speaking in English.,0.84595834410882
Nacelwa ukwisa mukumona umunandi.,I delayed visiting my friend.,0.8416733534746409
Natemwa incito yakwe ukucila ulupwa lwakwe.,He prefers his job to his family.,0.7727401072945724
Tom alebwela ukufuma ku Croatia pacungulo bushiku.,Tom is returning from Croatia tonight.,0.8038848153332696
Mulandu nshi taulefwaila ukupangila Tom incito?,Why don't you want to hire Tom?,0.7903444156690157
Tom alaya saana mukusunda.,Tom often goes to urinate.,0.7833774640608182
Bushe taulapwisha ukulya icakulya cakulaya?,Haven't you finished breakfast yet?,0.7898300320597422
Ku numa ya ng'anda kuli ibala ilikalamba.,There is a big garden behind the house.,0.8302173746704956
Umumana nao walitalala.,The lake was frozen too.,0.7861022537993587
Naipusha nga napwisha uku penta umuputule.,I asked him whether he had finished painting the room.,0.8049811808434228
Bushe walaibukisha ifyalecitika ku sukulu?,Do you have good memories of school?,0.7955843599454874
Mary nakwata ba pushi ikumi.,Mary has ten cats.,0.7858851561113033
Naileko na Tom mukushita ifintu.,I went shopping with Tom.,0.7946784565072456
Bushe ni nshita nshi atampile ukupeepa fwaka?,When did Tom start smoking?,0.7867727350055276
Abakashi ba Tom bafumine ku Canada.,Tom's wife comes from Canada.,0.8364218763666049
Mary takwete abana imyaka shine ishapita.,Mary had no children five years ago.,0.7785473007151996
Imbwa yabo yaci luba mailo elyo tabalati bamusange.,Their dog got lost yesterday and they haven't found him yet.,0.7884942196954519
Abalimi babomba mumasaka.,Farmers work in the fields.,0.8316829470491872
Tom alefwaya ukwikala mu mutende nabantu bonse.,Tom wants to live peacefully with everyone.,0.8040934654870078
Bushe ubusanso bwacitike kwisa kabili ni nshita nshi?,When and where did the accident happen?,0.7928328584431688
ndefwaya ukunwa amakabe nangula coffee,I want to drink tea or coffee.,0.7786625097387765
Tom alepupukila ku Bulgaria pa cibelushi.,Tom is flying to Bulgaria on Friday.,0.9600819743602024
Tom aleipika lelo.,Tom is cooking today.,0.9397284704775396
"Nomba boi kala uwabusaka pafyo uleshimikila tom,kanshi tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom tom langa",Be wary of what you tell Tom.,0.8768130569374017
Bamo abantu batemwa ukubomba pa ng'anda.,Some people prefer to work from home.,0.8006505180847143
Tom napwisha kale ukubelenga icitabo.,Tom has already finished reading the book.,0.8316829470491872
Tom acitoloka isambililo lyachi German ilyalelo.,Tom skipped today's German lesson.,0.7771799719169165
Tom alesambilila icifulo ca ci French pa Duolingo.,Tom is learning French on Duolingo.,0.7792762704386964
Bali nomukashi nabana abanono babili,He has a wife and two small children.,0.8371647658485446
Abantu abalemana imitwe tabafwile ukusunga ifinama.,Mentally handicapped people shouldn't keep animals.,0.7746541946836927
Bushe iyi itumbo ikwete ifitesheni finga?,How many stations has this tube line got?,0.8585812542578988
Bushe pali ba shing'anga pali ifwe bonse?,Is there a doctor among us?,0.7755120324396737
Abantu balelolela saca pacitesheni.,People are waiting for the bus at the bus stop.,0.8474466905176662
Bushe nawishiba ifisoselo fyakubilima indimi?,Do you know any bilingual speakers?,0.7706300414332629
"Abana balasambilila, na abakalamba balabomba.","Children learn, and adults work.",0.8027985680577807
Mary nakemba.,Mary sang.,0.8067987803499059
Naipusha Tom ifyo ulwendo lwakwe ku Prague lwamusansamwishe.,I asked Tom how he had enjoyed his visit to Prague.,0.7832874685974953
Bushe ni mu ng'anda nshi uyu umwaume ekala?,Which of these houses does Tom live in?,0.8303254936524066
Tom acishitila infuti iyakuicingilila.,Tom got himself a gun for self-defense.,0.7844711099258043
Tom na Vladimir fibusa ifyakale saana.,Tom and Vladimir are old friends.,0.8149509027525004
Bushe alefwaya ukusambilila indimi shinga?,How many languages does she want to learn?,0.8149019286224439
mwati kuti mwacita ifi ukwabula tom?,Can you do it without Tom?,0.8056654952223408
Bushe Laurie ninani?,Who is Laurie?,0.7905824303412351
Nga waishiba shani ati ni Tom?,How could I have known that it was Tom?,0.8295960285787387
Tacili ica anguka ukwikala na umuntu uwa kwata imishishi ishingi sana.,It isn't easy to live with a choleric person.,0.7789456622100264
Limo ndangala ubwangalo bwa cesi.,Sometimes I play a game of chess.,0.7940419514851363
Tom tale tamba icitunshitunshi. Alebelenga icitabo.,Tom isn't watching TV. He is reading a book.,0.8211611948998048
Tom ali kunuma yaiko.,Tom is behind it.,0.7893502458768594
Tabalefwaya ukumuleka Tom.,They didn't want to leave Tom.,0.7841428547806747
"Tom, bushe kuti wabutusha motoka ine iyi?","Could you drive faster, Tom?",0.7798545595259476
Mary alelila elyo Tom aleseka.,Mary was crying while Tom was laughing.,0.8298391123692258
"""Ninshi tomaswile inyunshipepala ya mwilyashi lya mwilyashi lya mwilyashi lya mwilyashi lya mwilyashi lya mwilyashi lya mwilyashi lya mwilyashi lya mwilyashi lya mwilyashi lya mwilyashi lya mwilyashi lya mwilyashi lya mwilyashi lya mwilyashi nshishibe.","""Why did Tom tear the newspaper?"" ""I don't know. Maybe he didn't like an article in it.""",0.7820525530493347
Lelo nalakalipana na Tom nakabili.,"Today, I had an argument with Tom again.",0.818038105982501
Mary aleaula.,Mary was yawning.,0.8760569149519153
Bushe Tom alemonapo shani?,What is Tom's attitude to this?,0.7984815630115278
Nabalabako ukubwesha infungulo.,He forgot to return the keys.,0.7879810402580102
Bushe pali efyo ulefwaya ukwishiba pali Tom?,Do you want to learn something about Tom?,0.7760171028919641
Nshacumfwa ifyo aletampula.,I didn't hear his steps.,0.787561416742414
Bushe wacisanga lisa ilyashi lya kwa Tom?,When did you discover it about Tom?,0.780440604285245
Bushe ni nshita nshi ulebomfya pakuipekanya?,How much time do you need for the preparation?,0.8078803279341661
Bushe ni Tom nangu alifye eka?,"Was it Tom, or someone else?",0.7865971316716299
Tom alemoneka uwanaka. Bushe ni finshi engalacita?,Tom looks tired. What has he been doing?,0.7927084299745494
Finshi fimbi ningasambilila kuli Tom?,What else can I learn from Tom?,0.7977368031576655
Bushe ninshi ilemulangulusha Tom?,What bothers Tom?,0.7954313486331291
Bushe nibanani asalile?,Who did Tom choose?,0.8255282736574897
Abantu teti bashite efyo balefwaya nangu ifyo balefwaya.,People cannot buy what they want or need.,0.8453802524047673
Bushe cinshi teti tukwelele ishitima?,Why can we not get on the train?,0.8465067715880538
Tom lyonse alishiba ifya kucita.,Tom always knew what to do.,0.7908934521226151
Tom aciya mukushita ifintu ku Kaufland.,Tom went shopping to Kaufland.,0.7909547612695106
Tom alefuma mwibala.,Tom is coming from the garden.,0.7991207932834157
Bushe Tom alipo single nangula ali upana?,"Is Tom single, or married?",0.7725079592598539
Imbokoshi yafiita nailala panshi.,A black coffin lay on the ground.,0.791065110850296
Autumn ileisa panono panono.,Autumn is slowly approaching.,0.7718350736716646
Mary aleposafye inshita yakwe na Tom.,Mary is just wasting her time with Tom.,0.8018242054164695
Tom aeba imbwa yakwe ukuti yeka ukubosa.,Tom told his dog to stop barking.,0.8101897620827159
Bushe ma apple yanga?,How many apples?,0.8443194702581145
Tom talefwaya ukufwala suti iyi.,Tom doesn't want to wear this suit.,0.7950077576050766
nampo nifinshi ifikalakonkapo.,I wonder what comes next.,0.8322738464072263
Abafyashi bandi balabala baya mukusendama nga bapwisha ukulya.,My parents usually go to bed after lunch.,0.8332678274127352
Tapali nobwalwa nakambi kuli Tom.,No more beer for Tom.,0.819807208304445
Apa nipa ng'anda yakwa Tom teti muupokolole.,This is Tom's home. You cannot take it from him.,0.7815435777182936
Ilyo nali umwaice naleumfwa umwenso wafintu.,"When I was a small child, I was often afraid of things.",0.7834867564995123
Somuntu uwakwibukisha Tom incito yakwe.,Someone should remind Tom what his duty is.,0.7797374080406577
Bushe nibanani balipo na Tom?,Who was there with Tom?,0.8983859279881207
Bushe ni Tom waciko?,Was it Tom?,0.7742508401614485
Ndesubila indalama.,I lack money.,0.774683030251431
Nacilalwala emulandu wine nafilwa ukumweba.,I was sick; that's why I haven't been able to visit you.,0.8673315329270939
Bushe Tom acili ali pa citunshi tunshi?,Is Tom still online?,0.812872113718209
Bushe cinshi teti tukwelele ishitima?,Why can't we get on the train?,0.8402175324622647
Bushe bawishi baciya kwisa?,Where did father go?,0.8240963014120515
Bushe uleya mukukumanya Tom?,Will you go meet Tom?,0.8280581711771604
Nafuluka abanandi kubwaice.,I miss my friends from childhood.,0.8750075762890226
mailo bushiku ngatalakako pa ng'anda.,I won't be at home tomorrow evening.,0.7733208056884552
Ifyo acitile Tom te mulandu iyo.,What Tom did isn't a crime.,0.8375281960888227
Bushe ni kwisa Tom aleya mukusefya ubushiku bwa mwaka upya?,Where is Tom going to spend New Year's Eve?,0.8082445341281144
Bushe nibanani balefwaya ukumona Tom?,Who wants to see Tom?,0.8263348473829595
abantu balefwaya ukwikala no Kubomba mu mutende.,People want to live and work in peace.,0.7904710879868888
Tom alemona kwati abena mupalamano bakwe balemwibila inkoko.,Tom suspects his neighbor of stealing his hens.,0.7883658905752743
Twaciya ku cipatala ca finama nembwa yesu.,We went to veterinarian with our dog.,0.8418494979502522
"Iyi ni ng'anda ya kwa Tom, yakwe.",This is Tom's house. It is his.,0.8244334192823016
"Nga ulefwaya ukusambilila iciRussian, Bulgarian,Serbian,Macedonian,Belarusian nangula Ukrainian, ufwile wabalilapo ukusambilila icilepilibula ati Cyrillic alphabet.","If you want to learn Russian, Bulgarian, Serbian, Macedonian, Belarussian or Ukrainian, you need to learn Cyrilic alphabet first.",0.7839764013971183
